0	17	34
154060	9	24
154070	2	20
154080	7	33
154090	3	19
154100	6	29
154110	5	22
154120	7	23
154130	5	25
154140	6	24
154150	5	25
154160	4	27
154170	5	18
154180	7	29
154190	5	26
154200	9	26
154210	7	22
154220	7	29
154230	6	25
154240	6	21
154250	5	22
154260	9	37
154270	7	26
154280	5	29
154290	3	20
154300	5	35
154310	8	26
154320	6	17
154330	7	21
154340	4	14
154350	7	23
154360	3	24
154370	5	20
154380	5	26
154390	4	30
154400	5	35
154410	5	23
154420	10	28
154430	3	25
154440	2	22
154450	4	24
154460	22	16
154470	27	10
154480	19	7
154490	20	11
154500	27	11
154510	28	10
154520	31	11
154530	29	4
154540	33	11
154550	27	13
154560	25	11
154570	26	10
154580	29	8
154590	20	9
154600	28	8
154610	29	12
154620	31	11
154630	34	7
154640	15	12
154650	28	14
154660	23	9
154670	30	7
154680	20	14
154690	28	13
154700	22	11
154710	36	15
154720	29	13
154730	32	18
154740	29	13
154750	31	12
154760	15	13
154770	36	5
154780	29	12
154790	18	11
154800	8	18
154810	22	19
154820	28	7
154830	28	9
154840	29	10
154850	36	7
154860	24	10
154870	23	10
154880	25	15
154890	21	18
154900	9	23
154910	9	27
154920	8	24
154930	2	23
154940	6	21
154950	8	27
154960	25	9
154970	28	11
154980	28	13
154990	36	10
155000	22	5
155010	31	7
155020	21	8
155030	27	11
155040	22	5
155050	24	8
155060	19	15
155070	25	13
155080	37	4
155090	20	5
155100	25	14
155110	24	6
155120	36	13
155130	28	11
155140	31	12
155150	15	13
155160	25	11
155170	31	7
155180	32	8
155190	23	12
155200	23	15
155210	21	3
155220	36	11
155230	32	6
155240	25	15
155250	20	11
155260	30	12
155270	21	14
155280	36	7
155290	25	11
155300	27	16
155310	21	10
155320	25	9
155330	23	8
155340	26	11
155350	20	12
155360	29	10
155370	25	10
155380	31	14
155390	21	21
155400	25	7
155410	26	6
155420	30	13
155430	26	11
155440	32	15
155450	17	9
155460	29	9
155470	25	8
155480	29	6
155490	26	14
155500	22	9
155510	20	12
155520	12	12
155530	22	14
155540	7	23
155550	4	28
155560	3	20
155570	4	21
155580	6	27
155590	6	36
155600	13	23
155610	18	5
155620	8	26
155630	5	22
155640	8	26
155650	8	21
155660	7	28
155670	7	23
155680	6	24
155690	5	16
155700	7	22
155710	4	24
155720	1	24
155730	3	27
155740	6	23
155750	21	13
155760	27	11
155770	29	8
155780	29	7
155790	21	10
155800	16	12
155810	35	11
155820	32	14
155830	22	11
155840	3	32
155850	6	24
155860	6	26
155870	2	28
155880	10	29
155890	2	37
155900	5	24
155910	8	28
155920	7	17
155930	2	23
155940	5	19
155950	9	22
155960	20	13
155970	22	11
155980	29	5
155990	22	16
156000	27	13
156010	23	12
156020	35	8
156030	28	13
156040	20	12
156050	24	13
156060	5	28
156070	4	21
156080	5	31
156090	8	26
156100	10	26
156110	7	24
156120	18	17
156130	35	21
156140	23	10
156150	36	8
156160	28	10
156170	26	14
156180	17	12
156190	11	19
156200	5	26
156210	6	23
156220	6	25
156230	5	17
156240	6	23
156250	20	15
156260	24	12
156270	30	14
156280	24	9
156290	37	12
156300	29	8
156310	31	11
156320	28	13
156330	27	9
156340	30	10
156350	19	11
156360	19	13
156370	22	10
156380	25	14
156390	28	11
156400	21	7
156410	32	9
156420	28	9
156430	24	5
156440	29	10
156450	29	6
156460	28	13
156470	33	14
156480	26	8
156490	18	12
156500	12	33
156510	5	29
156520	4	30
156530	6	28
156540	11	35
156550	2	29
156560	6	22
156570	3	33
156580	6	30
156590	11	25
156600	3	29
156610	8	24
156620	11	24
156630	3	16
156640	11	25
156650	7	31
156660	6	28
156670	19	13
156680	34	12
156690	39	8
156700	19	16
156710	29	9
156720	26	8
156730	26	10
156740	28	8
156750	21	6
156760	18	10
156770	30	8
156780	19	12
156790	24	12
156800	35	12
156810	29	16
156820	24	10
156830	18	16
156840	25	9
156850	32	12
156860	29	16
156870	23	8
156880	26	11
156890	30	7
156900	21	15
156910	32	12
156920	30	12
156930	29	14
156940	38	10
156950	33	10
156960	29	13
156970	19	11
156980	32	12
156990	17	12
157000	26	12
157010	30	12
157020	28	8
157030	31	6
157040	35	15
157050	30	14
157060	14	9
157070	20	5
157080	24	11
157090	32	6
157100	21	18
157110	31	13
157120	25	10
157130	30	12
157140	30	17
157150	32	9
157160	26	8
157170	23	11
157180	27	8
157190	21	11
157200	29	11
157210	31	15
157220	34	16
157230	26	14
157240	27	6
157250	36	5
157260	26	8
157270	26	8
157280	29	10
157290	39	12
157300	30	13
157310	18	10
157320	35	5
157330	29	11
157340	29	12
157350	26	10
157360	25	7
157370	27	13
157380	26	11
157390	23	10
157400	22	12
157410	35	4
157420	19	11
157430	34	8
157440	37	10
157450	29	13
157460	25	11
157470	22	13
157480	23	6
157490	23	9
157500	31	11
157510	21	9
157520	16	11
157530	32	11
157540	22	9
157550	26	10
157560	22	9
157570	30	18
157580	21	12
157590	23	9
157600	19	14
157610	22	8
157620	42	12
157630	21	21
157640	27	9
157650	32	8
157660	29	11
157670	25	10
157680	39	11
157690	19	12
157700	28	16
157710	29	8
157720	24	11
157730	22	10
157740	25	10
157750	23	11
157760	34	13
157770	19	12
157780	40	11
157790	24	21
157800	30	11
157810	16	10
157820	23	9
157830	30	17
157840	23	4
157850	24	11
157860	26	9
157870	28	9
157880	29	9
157890	20	13
157900	22	12
157910	34	12
157920	30	10
157930	30	10
157940	27	8
157950	23	10
157960	28	13
157970	40	13
157980	26	12
157990	30	16
158000	31	12
158010	29	8
158020	30	9
158030	20	13
158040	18	7
158050	21	10
158060	36	14
158070	32	12
158080	25	10
158090	29	16
158100	29	18
158110	30	13
158120	21	13
158130	25	9
158140	26	9
158150	29	11
158160	24	8
158170	37	10
158180	21	6
158190	24	9
158200	26	6
158210	34	14
158220	29	11
158230	24	16
158240	28	15
158250	25	13
158260	30	8
158270	15	11
158280	29	15
158290	25	12
158300	34	20
158310	20	6
158320	23	3
158330	25	14
158340	26	12
158350	29	18
158360	24	10
158370	24	10
158380	20	7
158390	36	9
158400	28	10
158410	22	17
158420	32	7
158430	26	11
158440	28	13
158450	23	13
158460	19	10
158470	38	7
158480	39	11
158490	27	9
158500	20	9
158510	37	12
158520	26	16
158530	23	12
158540	32	14
158550	29	13
158560	37	15
158570	23	14
158580	32	8
158590	36	9
158600	35	9
158610	21	10
158620	32	13
158630	13	10
158640	28	18
158650	33	10
158660	31	10
158670	29	10
158680	29	17
158690	21	9
158700	24	13
158710	23	10
158720	28	10
158730	25	11
158740	20	10
158750	22	13
158760	26	10
158770	38	9
158780	32	13
158790	22	7
158800	23	9
158810	26	18
158820	28	10
158830	19	12
158840	25	12
158850	32	12
158860	22	17
158870	23	9
158880	21	7
158890	35	14
158900	29	18
158910	24	10
158920	26	13
158930	24	11
158940	22	9
158950	30	6
158960	38	15
158970	27	15
158980	28	10
158990	22	8
159000	22	8
159010	18	8
159020	36	14
159030	34	13
159040	31	13
159050	25	9
159060	27	12
159070	25	15
159080	29	9
159090	7	27
159100	4	25
159110	4	22
159120	2	19
159130	3	28
159140	6	26
159150	7	33
159160	6	26
159170	10	28
159180	6	22
159190	5	25
159200	7	21
159210	7	27
159220	7	34
159230	5	29
159240	4	20
159250	4	26
159260	6	31
159270	5	25
159280	10	23
159290	6	25
159300	4	20
159310	5	21
159320	3	24
159330	5	25
159340	3	24
159350	5	26
159360	4	25
159370	5	32
159380	3	17
159390	7	22
159400	4	28
159410	4	25
159420	7	23
159430	6	29
159440	3	21
159450	2	22
159460	7	30
159470	9	21
159480	5	40
159490	5	21
159500	8	33
159510	4	24
159520	7	20
159530	10	23
159540	9	36
159550	6	32
159560	19	25
159570	21	12
159580	35	7
159590	21	9
159600	31	14
159610	37	10
159620	28	21
159630	34	11
159640	32	16
159650	27	12
159660	26	13
159670	29	11
159680	13	6
159690	25	12
159700	32	10
159710	30	12
159720	31	11
159730	24	9
159740	25	11
159750	27	9
159760	17	10
159770	26	15
159780	20	6
159790	25	10
159800	30	7
159810	35	14
159820	28	10
159830	27	7
159840	22	10
159850	14	17
159860	22	9
159870	30	12
159880	26	13
159890	21	19
159900	28	8
159910	26	11
159920	22	18
159930	31	10
159940	28	8
159950	35	8
159960	23	12
159970	24	13
159980	21	14
159990	28	16
160000	28	10
160010	25	14
160020	29	9
160030	31	8
160040	21	9
160050	29	10
160060	25	9
160070	26	11
160080	36	12
160090	34	14
160100	31	13
160110	21	9
160120	21	13
160130	34	6
160140	27	10
160150	25	8
160160	26	12
160170	18	17
160180	24	8
160190	24	7
160200	29	16
160210	20	10
160220	24	16
160230	30	10
160240	34	8
160250	31	13
160260	27	10
160270	29	11
160280	29	15
160290	32	12
160300	27	14
160310	27	15
160320	16	10
160330	31	7
160340	27	8
160350	20	11
160360	24	8
160370	26	4
160380	26	10
160390	15	8
160400	24	4
160410	22	11
160420	21	9
160430	35	12
160440	29	17
160450	23	8
160460	36	11
160470	23	15
160480	32	17
160490	23	12
160500	15	7
160510	40	10
160520	23	9
160530	31	10
160540	32	6
160550	37	15
160560	25	15
160570	26	12
160580	34	6
160590	31	9
160600	31	9
160610	24	9
160620	29	11
160630	23	14
160640	21	11
160650	30	9
160660	28	9
160670	18	10
160680	28	12
160690	31	12
160700	30	15
160710	27	14
160720	26	7
160730	30	16
160740	24	5
160750	29	11
160760	23	10
160770	27	12
160780	24	12
160790	28	11
160800	33	8
160810	24	15
160820	27	8
160830	32	8
160840	27	9
160850	32	14
160860	22	10
160870	24	12
160880	24	15
160890	29	11
160900	22	7
160910	30	9
160920	33	11
160930	30	8
160940	20	12
160950	30	11
160960	30	12
160970	23	15
160980	28	18
160990	27	8
161000	23	16
161010	28	10
161020	32	13
161030	28	11
161040	19	18
161050	31	11
161060	27	13
161070	31	13
161080	26	13
161090	16	10
161100	36	11
161110	30	14
161120	31	12
161130	24	13
161140	22	10
161150	31	12
161160	22	6
161170	28	8
161180	37	14
161190	30	15
161200	35	12
161210	29	9
161220	36	8
161230	29	5
161240	24	11
161250	26	10
161260	40	11
161270	28	7
161280	35	9
161290	34	4
161300	29	11
161310	24	13
161320	25	9
161330	16	14
161340	24	11
161350	18	13
161360	28	8
161370	29	8
161380	30	4
161390	21	8
161400	30	17
161410	29	9
161420	13	15
161430	25	12
161440	24	10
161450	31	8
161460	29	13
161470	22	14
161480	29	8
161490	18	8
161500	21	10
161510	28	6
161520	24	16
161530	22	13
161540	27	8
161550	22	16
161560	21	9
161570	30	11
161580	37	8
161590	26	18
161600	11	10
161610	32	5
161620	21	7
161630	28	9
161640	37	7
161650	23	13
161660	22	10
161670	15	11
161680	16	9
161690	23	11
161700	33	15
161710	33	10
161720	24	10
161730	29	10
161740	23	9
161750	31	10
161760	22	13
161770	21	7
161780	27	17
161790	32	10
161800	24	13
161810	23	8
161820	16	11
161830	39	14
161840	23	9
161850	28	9
161860	30	9
161870	30	11
161880	20	5
161890	23	11
161900	30	18
161910	25	13
161920	27	16
161930	31	8
161940	23	7
161950	24	12
161960	24	11
161970	30	5
161980	30	9
161990	26	12
162000	23	9
162010	27	10
162020	22	18
162030	24	8
162040	32	7
162050	26	13
162060	28	13
162070	32	9
162080	27	8
162090	29	13
162100	21	9
162110	28	10
162120	26	12
162130	23	13
162140	28	11
162150	5	25
162160	7	15
162170	6	20
162180	5	38
162190	7	22
162200	9	23
162210	14	26
162220	4	22
162230	5	20
162240	3	17
162250	7	18
162260	6	36
162270	10	23
162280	4	26
162290	8	23
162300	24	6
162310	19	11
162320	29	9
162330	23	9
162340	19	13
162350	25	10
162360	28	10
162370	25	12
162380	32	8
162390	28	12
162400	23	9
162410	28	10
162420	28	9
162430	20	12
162440	23	5
162450	29	5
162460	33	11
162470	30	9
162480	36	10
162490	15	17
162500	29	7
162510	33	13
162520	33	6
162530	31	6
162540	32	11
162550	27	10
162560	23	8
162570	26	5
162580	33	13
162590	31	11
162600	18	11
162610	28	11
162620	24	9
162630	19	9
162640	22	9
162650	31	14
162660	23	11
162670	23	9
162680	26	16
162690	7	20
162700	5	30
162710	8	17
162720	7	22
162730	6	19
162740	7	22
162750	4	18
162760	6	32
162770	4	24
162780	8	16
162790	4	18
162800	17	8
162810	26	11
162820	24	10
162830	27	11
162840	25	12
162850	20	10
162860	22	15
162870	6	29
162880	5	28
162890	6	17
162900	8	26
162910	7	24
162920	8	20
162930	3	32
162940	6	17
162950	7	21
162960	5	27
162970	3	23
162980	9	28
162990	8	27
163000	5	22
163010	10	20
163020	5	23
163030	8	23
163040	7	26
163050	4	26
163060	29	13
163070	27	13
163080	22	16
163090	28	11
163100	34	12
163110	23	15
163120	30	12
163130	24	11
163140	24	8
163150	31	11
163160	26	14
163170	17	6
163180	22	11
163190	26	5
163200	18	14
163210	36	13
163220	21	11
163230	31	10
163240	19	8
163250	24	6
163260	24	19
163270	28	8
163280	21	12
163290	15	18
163300	26	12
163310	36	11
163320	30	10
163330	32	12
163340	16	13
163350	36	9
163360	31	13
163370	27	11
163380	29	11
163390	24	10
163400	16	17
163410	33	11
163420	25	12
163430	28	13
163440	32	8
163450	30	10
163460	18	10
163470	23	13
163480	30	15
163490	20	13
163500	30	23
163510	19	10
163520	25	5
163530	29	6
163540	21	12
163550	29	10
163560	30	12
163570	35	11
163580	20	8
163590	16	11
163600	24	19
163610	19	12
163620	25	16
163630	27	12
163640	20	8
163650	18	9
163660	20	9
163670	28	8
163680	28	15
163690	18	15
163700	30	11
163710	27	16
163720	32	7
163730	33	6
163740	27	9
163750	22	16
163760	3	32
163770	16	11
163780	24	12
163790	21	7
163800	22	5
163810	23	14
163820	29	6
163830	27	12
163840	19	7
163850	23	9
163860	37	13
163870	27	5
163880	32	16
163890	31	5
163900	24	14
163910	39	11
163920	14	7
163930	29	12
163940	19	18
163950	16	17
163960	20	4
163970	32	15
163980	30	10
163990	29	9
164000	30	9
164010	28	9
164020	26	14
164030	21	4
164040	32	5
164050	17	10
164060	28	7
164070	20	16
164080	20	21
164090	25	12
164100	27	5
164110	28	8
164120	20	13
164130	23	12
164140	20	12
164150	31	7
164160	32	9
164170	28	7
164180	28	11
164190	31	16
164200	35	6
164210	30	15
164220	19	8
164230	19	12
164240	32	13
164250	18	14
164260	28	13
164270	27	14
164280	23	9
164290	27	20
164300	8	33
164310	6	28
164320	6	27
164330	10	34
164340	6	23
164350	8	26
164360	6	26
164370	7	26
164380	8	25
164390	19	19
164400	32	9
164410	30	14
164420	13	14
164430	25	10
164440	25	12
164450	27	12
164460	37	14
164470	19	11
164480	28	9
164490	24	8
164500	32	10
164510	30	9
164520	29	16
164530	23	12
164540	34	11
164550	28	18
164560	26	5
164570	15	8
164580	28	13
164590	22	7
164600	27	8
164610	25	12
164620	17	7
164630	23	9
164640	31	18
164650	27	15
164660	24	13
164670	20	14
164680	24	9
164690	22	13
164700	26	17
164710	20	7
164720	25	10
164730	17	12
164740	16	9
164750	27	10
164760	25	12
164770	24	11
164780	30	10
164790	20	12
164800	22	9
164810	29	12
164820	23	16
164830	20	10
164840	27	17
164850	33	11
164860	29	12
164870	42	8
164880	30	11
164890	23	21
164900	6	21
164910	6	24
164920	3	17
164930	3	31
164940	7	25
164950	4	25
164960	8	23
164970	7	26
164980	4	38
164990	4	23
165000	6	28
165010	8	22
165020	5	25
165030	8	30
165040	27	18
165050	30	13
165060	24	10
165070	17	9
165080	25	15
165090	15	14
165100	20	6
165110	27	9
165120	32	12
165130	29	11
165140	24	8
165150	36	11
165160	27	4
165170	33	13
165180	22	12
165190	26	11
165200	21	11
165210	25	17
165220	29	9
165230	34	9
165240	27	5
165250	29	4
165260	21	13
165270	19	8
165280	27	9
165290	29	13
165300	26	18
165310	24	13
165320	24	8
165330	28	10
165340	18	9
165350	35	9
165360	30	12
165370	8	24
165380	8	30
165390	7	31
165400	4	20
165410	10	24
165420	10	32
165430	8	22
165440	6	36
165450	6	33
165460	7	23
165470	9	27
165480	8	20
165490	8	28
165500	7	26
165510	3	26
165520	7	18
165530	4	21
165540	7	26
165550	26	12
165560	25	7
165570	25	16
165580	21	17
165590	30	5
165600	20	12
165610	27	15
165620	33	13
165630	20	17
165640	29	8
165650	27	12
165660	27	18
165670	24	10
165680	29	8
165690	31	6
165700	21	15
165710	24	11
165720	25	16
165730	28	8
165740	31	9
165750	29	8
165760	28	14
165770	19	9
165780	11	19
165790	26	14
165800	26	12
165810	19	11
165820	18	15
165830	21	11
165840	18	10
165850	31	8
165860	21	9
165870	20	16
165880	29	6
165890	27	11
165900	23	13
165910	24	17
165920	26	11
165930	25	7
165940	29	17
165950	18	8
165960	16	16
165970	30	9
165980	31	15
165990	22	13
166000	25	15
166010	13	16
166020	9	30
166030	6	32
166040	8	18
166050	3	21
166060	4	23
166070	6	21
166080	4	24
166090	5	24
166100	8	21
166110	9	24
166120	4	25
166130	5	27
166140	2	28
166150	8	17
166160	4	19
166170	8	20
166180	5	21
166190	38	12
166200	10	23
166210	3	24
166220	7	36
166230	6	28
166240	9	19
166250	8	21
166260	6	26
166270	3	31
166280	11	20
166290	3	26
166300	10	16
166310	4	31
166320	7	19
166330	9	34
166340	8	28
166350	8	22
166360	7	24
166370	6	19
166380	8	34
166390	6	24
166400	7	26
166410	6	27
166420	6	16
166430	7	27
166440	8	28
166450	8	22
166460	7	21
166470	5	21
166480	3	27
166490	6	22
166500	25	16
166510	30	10
166520	27	9
166530	26	7
166540	23	12
166550	29	8
166560	33	14
166570	18	15
166580	32	8
166590	31	9
166600	28	17
166610	33	11
166620	23	14
166630	8	27
166640	10	21
166650	2	32
166660	12	37
166670	8	30
166680	6	31
166690	7	38
166700	9	21
166710	2	24
166720	7	25
166730	3	28
166740	8	30
166750	5	19
166760	9	20
166770	7	24
166780	5	26
166790	5	25
166800	3	21
166810	13	17
166820	26	10
166830	35	14
166840	33	9
166850	27	9
166860	24	11
166870	26	7
166880	28	13
166890	28	13
166900	31	12
166910	27	5
166920	20	13
166930	21	11
166940	29	14
166950	24	4
166960	40	7
166970	22	12
166980	28	18
166990	11	22
167000	4	21
167010	4	17
167020	5	27
167030	7	29
167040	4	21
167050	5	22
167060	4	19
167070	9	24
167080	5	21
167090	4	22
167100	4	20
167110	4	24
167120	6	31
167130	7	27
167140	8	23
167150	7	26
167160	5	18
167170	6	20
167180	6	24
167190	6	24
167200	4	25
167210	6	19
167220	5	31
167230	2	22
167240	2	28
167250	6	19
167260	7	32
167270	4	21
167280	7	30
167290	9	31
167300	3	24
167310	9	17
167320	7	22
167330	6	37
167340	10	25
167350	10	23
167360	16	15
167370	34	4
167380	24	13
167390	25	7
167400	16	20
167410	1	21
167420	8	28
167430	5	20
167440	5	32
167450	8	25
167460	2	40
167470	6	27
167480	10	26
167490	4	28
167500	4	19
167510	4	27
167520	4	23
167530	4	22
167540	4	29
167550	10	25
167560	4	25
167570	3	21
167580	5	27
167590	6	22
167600	6	30
167610	10	25
167620	5	17
167630	11	26
167640	5	20
167650	9	19
167660	7	18
167670	6	19
167680	10	21
167690	5	31
167700	8	22
167710	9	20
167720	6	22
167730	5	18
167740	2	37
167750	6	18
167760	6	31
167770	7	15
167780	21	11
167790	28	9
167800	29	19
167810	22	15
167820	34	8
167830	29	9
167840	29	10
167850	26	12
167860	22	13
167870	24	11
167880	39	7
167890	33	9
167900	35	12
167910	33	18
167920	38	8
167930	24	16
167940	32	8
167950	25	7
167960	31	7
167970	24	3
167980	33	15
167990	22	9
168000	29	9
168010	26	13
168020	31	12
168030	32	8
168040	29	12
168050	29	13
168060	34	7
168070	29	10
168080	31	14
168090	18	10
168100	27	9
168110	22	10
168120	30	12
168130	25	18
168140	24	7
168150	28	5
168160	35	10
168170	31	11
168180	28	16
168190	24	18
168200	38	10
168210	32	15
168220	36	11
168230	18	9
168240	27	9
168250	24	14
168260	22	15
168270	27	14
168280	34	10
168290	33	12
168300	37	8
168310	24	8
168320	20	13
168330	32	12
168340	23	8
168350	24	15
168360	33	13
168370	18	13
168380	24	8
168390	18	18
168400	8	30
168410	2	27
168420	3	19
168430	8	20
168440	7	31
168450	2	21
168460	6	18
168470	3	23
168480	8	28
168490	4	16
168500	4	22
168510	5	21
168520	1	32
168530	5	27
168540	8	30
168550	9	21
168560	4	31
168570	4	25
168580	7	19
168590	6	30
168600	4	18
168610	8	30
168620	2	24
168630	3	35
168640	8	28
168650	10	23
168660	13	27
168670	7	29
168680	7	22
168690	6	30
168700	4	25
168710	7	22
168720	8	22
168730	5	18
168740	7	27
168750	10	28
168760	6	19
168770	8	22
168780	4	20
168790	10	18
168800	4	17
168810	19	22
168820	23	12
168830	20	15
168840	18	11
168850	4	16
168860	5	27
168870	7	27
168880	5	23
168890	10	26
168900	8	19
168910	7	26
168920	6	30
168930	2	24
168940	4	23
168950	5	21
168960	5	23
168970	5	21
168980	2	20
168990	6	32
169000	8	29
169010	22	11
169020	26	10
169030	28	7
169040	31	8
169050	25	14
169060	27	7
169070	30	7
169080	26	14
169090	33	8
169100	34	10
169110	17	5
169120	33	11
169130	34	7
169140	24	8
169150	27	8
169160	32	7
169170	28	15
169180	30	7
169190	28	15
169200	32	9
169210	22	10
169220	36	4
169230	21	10
169240	24	19
169250	33	11
169260	33	17
169270	31	8
169280	40	6
169290	23	12
169300	27	18
169310	28	11
169320	21	10
169330	26	13
169340	19	12
169350	27	8
169360	39	7
169370	32	9
169380	28	11
169390	25	8
169400	24	9
169410	26	13
169420	18	13
169430	26	8
169440	20	14
169450	21	14
169460	23	14
169470	25	11
169480	26	10
169490	17	13
169500	28	10
169510	28	11
169520	32	10
169530	24	10
169540	19	12
169550	28	6
169560	24	11
169570	29	6
169580	36	8
169590	30	9
169600	27	11
169610	14	15
169620	28	17
169630	33	6
169640	30	9
169650	24	11
169660	31	7
169670	38	14
169680	22	11
169690	20	15
169700	34	12
169710	26	10
169720	30	14
169730	30	11
169740	21	10
169750	26	10
169760	21	20
169770	25	8
169780	24	14
169790	27	7
169800	26	9
169810	27	11
169820	19	11
169830	33	10
169840	23	10
169850	33	7
169860	28	14
169870	31	14
169880	14	15
169890	5	30
169900	5	29
169910	5	20
169920	7	22
169930	4	26
169940	4	22
169950	9	19
169960	3	20
169970	6	24
169980	8	24
169990	7	34
170000	8	29
170010	5	19
170020	6	34
170030	7	22
170040	8	26
170050	10	21
170060	6	28
170070	4	23
170080	8	18
170090	5	19
170100	4	23
170110	7	17
170120	5	26
170130	8	33
170140	6	24
170150	6	27
170160	20	14
170170	24	12
170180	34	6
170190	29	17
170200	14	10
170210	26	5
170220	21	10
170230	27	5
170240	21	16
170250	30	13
170260	30	12
170270	32	7
170280	19	7
170290	28	4
170300	27	7
170310	27	13
170320	32	8
170330	18	12
170340	28	5
170350	28	9
170360	16	14
170370	31	14
170380	26	8
170390	28	9
170400	26	17
170410	24	12
170420	37	12
170430	24	8
170440	29	10
170450	26	12
170460	28	17
170470	25	13
170480	22	13
170490	37	13
170500	20	9
170510	22	7
170520	23	10
170530	27	15
170540	31	7
170550	26	14
170560	22	13
170570	26	9
170580	22	11
170590	25	8
170600	27	11
170610	27	14
170620	34	18
170630	19	14
170640	21	15
170650	36	8
170660	23	11
170670	35	14
170680	32	14
170690	32	11
170700	30	9
170710	25	9
170720	38	9
170730	18	19
170740	30	13
170750	20	9
170760	24	7
170770	9	24
170780	6	17
170790	4	25
170800	6	26
170810	7	31
170820	5	26
170830	3	24
170840	4	24
170850	6	22
170860	7	31
170870	8	21
170880	10	33
170890	5	18
170900	19	14
170910	26	15
170920	27	12
170930	35	8
170940	33	9
170950	31	10
170960	35	8
170970	25	19
170980	31	14
170990	30	17
171000	33	11
171010	24	11
171020	25	13
171030	23	11
171040	29	20
171050	28	3
171060	21	9
171070	26	11
171080	16	23
171090	2	19
171100	5	21
171110	7	25
171120	5	18
171130	8	30
171140	5	22
171150	5	22
171160	7	32
171170	3	29
171180	7	28
171190	5	22
171200	8	32
171210	5	17
171220	8	23
171230	6	29
171240	10	31
171250	41	15
171260	16	16
171270	8	33
171280	6	18
171290	4	25
171300	7	30
171310	5	33
171320	9	21
171330	11	26
171340	9	19
171350	8	21
171360	5	30
171370	6	22
171380	6	21
171390	3	19
171400	7	23
171410	4	25
171420	9	19
171430	9	26
171440	6	26
171450	9	24
171460	5	23
171470	6	15
171480	6	31
171490	2	30
171500	11	17
171510	7	25
171520	6	26
171530	5	26
171540	7	24
171550	5	24
171560	6	14
171570	6	36
171580	4	28
171590	12	22
171600	5	20
171610	7	26
171620	8	24
171630	6	32
171640	3	37
171650	16	22
171660	25	7
171670	35	11
171680	21	14
171690	24	13
171700	31	9
171710	25	10
171720	39	8
171730	35	7
171740	26	14
171750	22	15
171760	23	14
171770	31	11
171780	27	11
171790	24	8
171800	32	16
171810	31	12
171820	35	10
171830	26	11
171840	11	12
171850	3	17
171860	5	28
171870	5	25
171880	3	22
171890	10	21
171900	5	25
171910	12	23
171920	5	32
171930	4	40
171940	1	18
171950	6	25
171960	6	30
171970	5	25
171980	4	21
171990	4	21
172000	2	28
172010	8	23
172020	5	31
172030	7	21
172040	8	26
172050	10	27
172060	7	16
172070	9	31
172080	4	24
172090	5	24
172100	9	31
172110	8	27
172120	7	31
172130	6	28
172140	11	25
172150	9	25
172160	6	24
172170	8	38
172180	7	26
172190	3	17
172200	6	30
172210	10	26
172220	6	34
172230	6	33
172240	4	27
172250	17	28
172260	25	16
172270	23	13
172280	26	7
172290	27	10
172300	27	10
172310	28	8
172320	19	8
172330	33	9
172340	29	8
172350	29	9
172360	21	10
172370	23	11
172380	35	13
172390	24	17
172400	28	9
172410	27	12
172420	20	8
172430	28	12
172440	21	8
172450	20	7
172460	23	10
172470	25	14
172480	19	9
172490	34	14
172500	30	7
172510	34	8
172520	26	9
172530	25	7
172540	16	12
172550	30	14
172560	28	6
172570	33	19
172580	30	16
172590	29	9
172600	27	10
172610	25	11
172620	17	14
172630	25	10
172640	20	12
172650	22	5
172660	39	11
172670	23	10
172680	27	11
172690	33	8
172700	28	7
172710	20	15
172720	31	11
172730	21	8
172740	29	16
172750	25	21
172760	22	6
172770	20	13
172780	20	11
172790	36	8
172800	29	6
172810	22	12
172820	26	8
172830	25	14
172840	24	20
172850	34	5
172860	25	11
172870	33	10
172880	23	7
172890	21	10
172900	19	13
172910	29	11
172920	24	6
172930	21	13
172940	24	6
172950	25	16
172960	29	8
172970	29	12
172980	21	11
172990	24	9
173000	25	7
173010	24	12
173020	29	7
173030	20	13
173040	24	11
173050	33	6
173060	33	11
173070	34	12
173080	19	9
173090	30	16
173100	23	5
173110	33	11
173120	36	10
173130	29	10
173140	20	13
173150	25	13
173160	24	10
173170	24	15
173180	21	10
173190	23	10
173200	28	12
173210	31	12
173220	25	14
173230	24	8
173240	17	10
173250	6	24
173260	4	33
173270	2	23
173280	14	31
173290	8	23
173300	3	25
173310	6	22
173320	8	27
173330	4	23
173340	4	20
173350	3	20
173360	4	26
173370	13	26
173380	23	14
173390	25	7
173400	23	10
173410	22	13
173420	24	6
173430	31	11
173440	23	13
173450	23	9
173460	31	9
173470	29	18
173480	29	12
173490	30	15
173500	24	15
173510	24	17
173520	21	12
173530	25	9
173540	22	9
173550	27	10
173560	21	11
173570	11	21
173580	11	16
173590	5	15
173600	1	20
173610	6	29
173620	13	33
173630	9	25
173640	8	17
173650	6	22
173660	7	25
173670	7	35
173680	6	30
173690	11	26
173700	6	20
173710	10	30
173720	6	21
173730	5	23
173740	7	21
173750	8	26
173760	26	16
173770	25	11
173780	16	22
173790	8	16
173800	7	19
173810	11	30
173820	5	27
173830	17	18
173840	4	33
173850	6	21
173860	7	28
173870	8	25
173880	6	24
173890	7	20
173900	4	22
173910	8	28
173920	8	22
173930	6	27
173940	9	32
173950	3	23
173960	3	25
173970	8	24
173980	7	27
173990	8	22
174000	9	28
174010	8	26
174020	8	19
174030	8	30
174040	5	26
